Nitrogen,Phosphorus,Potassium,pH_Value,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Quality
15.67,71.05,111.88,6.36,12.93,0.18,7.65,40.67,88.51,265.85,46.12
14.51,86.77,55.44,4.97,22.58,1.66,2.1,23.68,55.9,1256.67,62.83
170.06,97.57,73.9,4.13,29.4,3.28,0.31,12.47,96.49,115.34,66.38
42.57,95.24,91.92,6.33,29.16,0.97,4.87,17.27,34.56,1037.7,63.81
133.75,32.53,154.92,7.73,45.57,0.95,7.9,11.0,97.56,1918.86,49.55
108.58,42.17,100.59,7.57,56.5,1.69,6.83,14.88,38.66,2446.28,64.23
166.58,10.95,94.94,8.53,26.39,0.6,0.14,26.36,60.56,1306.23,60.95
25.02,24.75,60.39,6.53,9.75,2.27,4.64,43.08,57.59,1456.11,62.83
25.96,88.24,107.97,5.59,6.84,2.95,3.68,38.34,24.82,18.21,61.84
111.36,36.08,49.68,7.0,5.22,0.76,6.17,28.6,35.28,2599.32,59.37
189.28,62.06,52.2,9.84,56.6,2.34,2.1,21.33,86.39,2952.32,48.28
83.0,66.6,151.45,3.79,59.76,3.12,2.03,10.99,42.08,1353.1,63.7
65.39,78.18,68.51,6.94,7.83,3.17,2.6,12.0,20.51,910.68,76.35
121.34,18.28,10.28,5.64,24.7,1.98,2.04,35.6,85.96,527.67,71.16
186.09,30.48,68.74,4.18,41.81,0.62,0.27,29.06,96.16,2174.24,53.57
167.39,44.83,127.71,6.33,14.84,2.34,5.06,14.26,62.57,1233.9,69.14
199.1,36.48,162.8,7.67,37.69,2.6,4.94,40.18,67.81,1015.14,60.38
4.51,98.29,192.39,6.93,49.75,2.66,6.83,28.12,29.06,1771.42,48.35
22.57,83.49,149.24,3.69,52.19,3.28,5.61,39.3,95.79,2434.02,47.75
121.89,47.97,85.77,7.26,43.85,2.19,5.16,37.25,36.96,2126.27,74.01
164.12,87.93,59.82,5.01,9.5,1.68,1.93,21.67,63.94,2433.36,62.04
57.05,34.77,25.93,5.72,24.16,1.81,5.95,34.6,97.21,1593.03,66.02
47.84,78.58,125.54,5.53,58.2,1.19,6.86,44.73,55.81,1727.37,48.03
157.4,22.37,101.98,9.08,15.6,0.29,3.61,36.18,27.44,39.4,50.87
11.28,77.23,135.54,3.81,29.97,2.54,4.37,19.25,37.22,1291.71,61.41
73.88,45.65,47.43,5.76,23.38,0.17,6.3,30.72,25.72,2409.66,57.52
101.16,10.75,64.73,6.07,16.3,0.32,3.78,25.15,52.33,1862.18,69.36
112.07,27.33,58.42,7.52,22.79,1.24,5.37,20.5,67.12,2074.61,73.11
145.72,40.23,159.53,8.63,15.42,3.27,1.8,19.95,55.92,446.39,69.96
70.97,74.93,34.25,8.23,53.25,1.74,4.72,26.12,47.56,2742.48,62.05
122.54,7.3,121.69,8.39,14.59,0.83,0.39,20.86,33.3,2247.43,57.83
117.08,65.95,10.27,4.75,39.29,3.15,1.75,15.17,75.91,2692.35,68.8
109.52,71.6,109.91,9.43,56.83,2.04,7.37,36.49,97.19,865.23,56.98
128.1,65.39,12.78,6.19,57.4,1.36,4.8,20.26,46.42,1753.09,66.28
51.89,76.07,35.18,3.57,38.02,2.53,3.7,23.06,61.68,2410.85,56.36
16.93,17.82,22.61,7.84,19.9,1.6,4.22,41.61,33.21,1247.29,57.82
23.85,58.71,69.35,7.43,18.63,2.58,0.1,33.18,25.96,1019.94,68.09
44.92,94.11,68.75,4.32,46.11,0.84,3.73,42.51,33.37,1215.27,53.24
100.04,61.08,165.28,9.74,58.94,0.61,1.24,31.05,27.37,1910.88,55.17
168.09,61.13,45.14,7.15,9.27,1.67,6.88,22.44,69.35,1107.8,64.44
140.26,73.64,17.28,6.55,48.42,1.19,3.37,17.79,72.42,660.1,62.93
157.81,33.32,120.7,6.09,11.76,2.16,1.93,38.88,99.89,1521.24,69.22
70.2,70.05,137.49,4.86,21.4,2.78,4.14,25.71,99.34,205.32,66.99
80.93,91.62,58.96,9.69,36.16,3.17,2.99,32.78,55.35,2714.56,68.53
78.74,1.09,120.56,8.06,21.35,2.69,3.73,35.97,38.35,2798.71,64.18
38.37,87.01,155.21,7.19,40.76,1.26,5.83,18.62,59.25,2952.67,59.81
12.24,21.86,69.51,7.6,27.95,2.57,4.12,44.17,91.81,2270.49,60.27
118.18,45.59,105.07,8.96,17.05,1.9,7.33,18.24,74.55,2407.41,65.94
197.84,85.23,29.33,7.63,34.2,3.18,2.13,36.52,69.52,2516.43,57.76
33.37,82.39,4.73,4.24,6.32,2.5,2.68,15.3,75.66,519.77,52.13
9.34,89.19,196.27,8.03,45.76,0.61,6.24,44.11,32.22,616.09,36.75
155.91,94.04,59.95,7.17,33.73,0.37,6.29,18.8,50.5,2460.08,53.84
50.52,44.72,55.78,9.78,57.07,1.95,7.82,28.04,35.39,1251.01,48.12
165.93,65.64,194.65,8.27,10.65,1.34,5.06,22.91,95.94,2375.48,50.65
140.79,39.05,145.65,5.74,45.28,0.67,4.63,41.64,35.57,433.63,61.04
189.13,35.07,117.06,4.38,21.55,2.81,4.75,28.27,34.53,146.5,65.9
81.79,43.16,139.86,6.63,25.52,1.38,2.95,33.52,92.51,1192.18,77.54
132.39,74.31,141.99,7.92,24.17,0.39,3.14,17.69,95.93,814.34,58.02
92.97,50.14,152.67,4.65,24.69,0.99,2.31,43.11,76.97,2435.12,68.71
126.12,81.41,13.44,7.72,28.7,2.4,4.82,22.43,99.88,2751.22,61.7
89.92,74.52,82.57,8.87,6.16,2.3,6.74,13.5,24.03,1961.21,62.25
37.73,2.05,59.03,4.52,51.57,0.99,5.1,17.64,77.55,316.38,46.81
101.58,63.02,14.11,8.09,53.5,1.26,3.83,16.79,34.99,45.55,65.35
105.72,43.66,82.52,3.94,7.18,0.27,0.6,13.79,50.11,2335.8,60.52
162.12,45.66,123.23,3.55,47.68,3.34,2.06,27.19,43.52,2614.54,66.85
147.1,81.84,35.7,3.71,8.97,1.21,6.78,20.9,89.52,2843.45,43.09
132.76,54.76,61.01,7.6,49.43,3.26,3.23,27.31,29.39,2152.81,72.83
22.68,88.56,127.83,9.83,38.71,2.87,7.1,12.77,44.72,95.51,49.76
144.12,71.28,115.86,8.51,21.85,1.24,2.02,30.61,80.52,1436.47,65.06
100.06,55.28,173.76,5.15,38.76,2.46,4.65,32.11,79.86,1470.09,73.67
178.82,75.45,158.25,3.97,32.87,1.71,7.71,18.92,63.3,128.39,47.45
183.97,3.83,193.12,7.51,39.97,3.42,4.5,29.92,85.04,2732.61,65.29
11.03,2.71,119.44,3.52,31.15,2.27,1.75,20.66,26.79,2291.61,59.18
164.13,8.33,139.69,8.65,47.51,1.86,1.91,15.48,20.39,615.7,55.37
7.54,43.76,172.1,5.08,7.49,2.27,1.35,33.82,28.26,1956.44,54.8
73.43,23.55,168.0,5.44,23.94,0.85,0.27,39.23,85.46,2438.32,58.46
108.46,98.43,143.74,5.74,35.76,1.14,5.57,15.38,59.66,2562.33,65.01
29.62,54.23,100.05,8.46,37.35,2.52,6.29,41.08,50.74,2603.75,63.59
149.26,66.24,54.64,5.23,14.32,0.38,6.58,30.95,38.75,2353.94,47.76
1.67,27.88,175.44,5.35,9.1,1.13,0.68,37.06,30.39,1857.37,50.66
33.72,32.18,155.33,7.02,6.15,2.21,7.54,34.26,66.35,258.5,54.46
116.16,33.55,167.58,6.51,27.72,3.49,4.99,40.92,71.24,783.48,81.25
142.88,69.87,28.16,9.71,23.17,3.25,0.8,12.09,24.0,1598.7,67.83
183.33,47.37,62.96,5.21,36.23,2.93,0.77,44.54,25.83,1102.61,70.61
141.1,51.77,84.98,4.1,29.72,1.8,4.13,40.8,78.28,2133.63,65.16
134.36,59.2,167.67,7.02,26.67,2.84,2.03,11.52,54.82,354.94,79.14
78.87,76.88,178.58,4.7,51.38,2.0,1.99,18.84,45.32,2830.18,64.51
0.26,9.04,56.98,6.19,39.18,1.66,0.19,28.74,58.69,1017.07,64.86
24.03,77.69,137.29,4.72,40.54,0.86,3.91,39.97,35.6,1552.66,54.16
106.91,56.32,15.56,9.23,26.0,3.33,0.78,20.93,22.08,1005.32,76.03
135.03,66.91,81.91,5.63,47.73,2.13,0.71,11.74,47.84,2395.58,68.66
83.49,32.76,97.33,8.54,13.36,2.4,1.35,37.3,46.15,462.1,70.26
146.14,40.94,153.13,9.67,27.11,0.58,0.18,25.19,52.19,1063.79,60.27
104.37,23.12,178.39,9.61,7.59,1.56,0.92,36.64,60.33,1845.6,58.87
14.84,97.93,67.46,6.91,11.35,3.38,4.8,21.39,84.01,137.66,62.83
38.4,49.7,105.55,9.89,9.48,2.68,2.13,38.66,92.4,1832.06,62.67
168.0,99.61,129.49,7.76,29.28,3.1,0.64,22.64,34.22,2088.59,74.48
144.98,48.98,65.74,4.34,43.35,1.45,1.17,26.67,51.81,2851.45,65.03
178.95,21.98,197.11,9.27,22.2,0.33,0.44,42.81,21.88,2925.85,45.18
23.51,50.75,175.15,6.55,6.46,1.3,6.24,15.18,71.67,783.81,56.85
198.04,3.96,59.28,4.49,43.9,1.38,4.54,30.38,47.85,2006.68,48.5
41.88,90.48,101.59,8.64,16.41,1.12,3.85,38.48,54.52,251.05,55.69
2.36,81.86,46.17,7.56,44.75,1.89,7.0,34.2,25.34,2164.67,52.76
199.48,72.58,102.9,9.23,5.4,0.75,0.73,24.93,87.45,999.57,53.92
56.21,60.98,136.67,8.88,22.18,3.29,0.39,38.09,78.59,637.71,72.43
133.6,57.98,17.1,5.58,39.17,3.19,3.45,26.77,32.96,53.77,75.44
35.34,99.67,174.02,5.17,52.91,0.99,2.19,32.54,20.46,1577.43,46.97
116.05,27.8,118.75,8.27,46.48,2.32,3.86,21.75,29.34,537.62,71.04
180.81,77.97,197.92,7.23,29.73,1.8,7.24,12.01,59.3,1739.24,57.1
64.04,58.14,5.12,3.95,44.52,0.95,3.63,17.16,84.96,1533.08,56.44
134.05,97.59,166.3,4.68,34.56,3.15,1.45,26.36,77.58,1855.99,72.62
37.58,82.78,158.39,4.48,49.74,0.89,6.4,41.29,71.07,732.9,46.91
124.96,99.85,26.57,7.33,47.46,2.22,3.17,14.61,83.91,353.88,69.17
67.29,58.83,67.06,4.06,58.67,1.24,6.06,21.08,60.94,2348.68,56.24
42.24,20.45,176.96,4.85,10.77,2.91,1.22,21.56,73.24,2973.84,59.88
62.64,50.37,103.69,7.04,23.74,2.21,2.76,37.24,86.79,1139.32,78.3
35.77,71.11,80.26,4.36,15.58,2.93,0.28,29.03,64.35,1161.99,70.87
180.38,77.44,181.1,5.11,39.69,1.28,1.96,24.56,68.43,2597.5,54.99
79.44,0.05,18.67,9.39,41.52,0.14,5.21,12.19,69.78,522.53,42.35
49.06,50.5,94.62,8.03,16.21,0.85,2.42,43.97,94.33,1037.19,65.18
89.68,23.52,130.47,5.49,28.19,2.87,1.2,38.25,56.39,836.29,75.41
64.11,87.49,121.71,9.2,38.12,1.18,0.54,11.97,27.24,379.28,54.07
148.88,15.29,52.86,5.13,41.24,1.19,4.86,11.62,89.66,1630.97,51.74
194.24,66.65,112.66,7.33,10.65,1.63,0.71,18.84,24.47,1880.78,62.9
87.61,26.61,141.71,5.9,55.66,1.03,6.41,11.78,23.69,2635.66,51.32
172.21,35.65,116.98,8.39,6.87,2.84,2.92,35.94,35.62,1945.37,61.59
113.17,94.06,136.89,5.92,58.51,1.19,2.51,17.18,25.87,150.94,64.13
31.45,24.04,51.22,5.12,22.4,2.15,5.04,40.85,61.74,146.49,59.5
138.12,9.5,166.57,7.45,22.4,1.63,4.5,31.36,90.08,176.82,56.3
102.69,6.93,89.94,8.34,29.53,1.08,7.9,27.0,39.53,759.06,63.88
130.12,50.46,197.44,6.99,43.22,1.0,0.5,13.92,24.01,752.3,70.08
177.94,64.17,4.66,8.16,13.78,1.81,6.83,14.57,40.16,2327.62,49.03
88.09,32.73,76.06,6.24,19.02,0.82,4.84,14.24,43.22,147.91,65.11
180.24,69.03,36.1,8.67,57.89,1.28,7.07,17.41,89.27,1830.18,44.17
150.13,6.1,111.12,7.3,53.23,0.23,5.58,13.65,72.58,1789.38,47.52
97.72,85.73,48.64,4.78,16.68,2.79,6.12,21.23,31.87,1537.98,63.94
120.64,81.66,147.5,9.29,36.52,0.25,6.31,38.42,43.16,68.92,46.26
65.12,98.55,176.37,8.94,16.2,3.07,0.22,15.13,70.39,2475.65,60.1
196.72,93.65,42.18,9.77,35.25,0.26,6.72,20.48,24.26,1133.56,37.33
133.47,35.62,32.14,7.2,25.12,2.98,5.47,25.74,74.32,1344.79,71.94
8.77,39.93,175.07,7.89,24.93,2.29,7.58,31.48,89.94,2010.4,58.02
65.32,74.6,72.25,9.11,39.93,1.82,1.15,18.31,89.38,1990.47,64.76
124.66,13.41,86.92,3.84,18.85,0.59,7.38,31.49,24.73,829.05,50.95
11.27,31.4,44.19,9.43,27.23,0.97,6.85,16.43,84.68,34.3,45.07
4.78,11.85,85.06,5.26,55.89,2.45,1.89,31.96,60.12,2416.19,58.24
90.0,45.49,46.26,3.87,46.55,1.84,1.08,37.6,60.03,2269.09,61.62
66.54,55.2,133.19,5.04,26.08,1.85,5.07,10.81,66.26,1923.46,65.99
87.66,21.12,99.78,7.31,17.66,0.55,5.44,42.76,52.68,2804.66,56.0
52.54,2.66,157.61,3.81,41.25,1.72,5.72,34.95,77.13,613.19,49.03
32.94,71.94,62.55,3.5,49.42,2.11,6.78,43.25,45.77,310.79,47.71
137.83,2.0,101.12,7.66,52.34,0.52,4.5,19.26,79.78,2996.62,50.02
102.91,97.34,51.9,6.45,36.04,3.41,2.34,42.84,94.1,2605.25,74.8
40.03,22.16,186.89,8.99,33.42,2.92,6.87,25.87,30.26,124.75,59.46
63.92,66.39,104.39,5.17,44.58,1.18,3.52,15.31,55.61,990.79,72.82
118.36,43.48,34.69,5.32,14.67,2.02,3.53,35.8,21.5,1553.21,69.26
14.45,5.97,54.55,4.0,51.87,2.0,3.99,34.31,55.24,1884.7,53.04
29.49,47.22,16.58,7.0,9.07,0.46,6.7,42.26,54.98,1249.35,51.14
14.65,51.68,5.56,5.88,38.17,1.59,7.77,20.64,78.12,262.75,52.35
162.46,85.47,105.18,5.71,37.43,0.81,1.45,32.02,48.36,1419.02,62.21
150.48,73.23,67.42,6.47,22.09,1.23,1.06,43.6,90.94,1640.35,66.73
150.66,7.93,192.75,9.02,6.95,3.31,2.37,40.53,51.91,944.05,56.55
143.27,20.92,34.27,4.18,44.48,1.97,7.24,38.78,64.21,476.11,55.41
133.88,31.19,158.78,6.9,6.33,0.33,4.27,40.75,40.77,1554.01,54.84
95.4,11.64,63.19,4.78,14.88,2.39,0.14,39.55,32.48,833.2,70.04
128.46,45.69,44.71,4.88,34.93,3.5,4.7,23.27,72.61,717.23,76.3
7.67,98.43,193.93,5.17,56.7,0.67,4.44,10.54,53.66,2171.45,34.66
124.29,51.46,160.52,6.49,8.63,2.42,0.73,44.57,69.39,1678.53,76.22
155.58,74.19,126.12,6.71,36.83,2.9,1.28,37.12,68.69,2229.54,72.78
100.07,68.29,139.42,9.16,23.09,2.97,0.83,17.9,59.14,1344.03,75.37
71.5,84.99,198.28,9.3,41.82,2.51,4.22,36.18,44.16,232.4,55.06
55.49,21.57,118.64,7.31,57.41,3.19,4.29,22.76,35.75,1477.5,68.44
128.56,75.38,20.38,5.33,19.77,0.21,3.74,18.64,34.58,1785.87,59.29
138.56,88.14,12.97,8.82,57.58,0.32,3.66,29.81,62.98,2330.14,47.72
174.19,17.15,133.32,8.65,52.88,0.56,4.69,10.37,43.74,1748.77,44.48
68.47,34.68,131.52,8.69,38.39,0.25,5.33,44.18,64.72,2387.34,53.54
153.95,97.01,149.63,3.61,46.7,0.51,7.71,43.0,83.71,1538.09,43.83
112.27,78.08,21.76,8.4,52.57,2.88,4.41,37.65,60.02,1835.97,60.24
176.57,28.26,188.98,9.04,49.19,3.15,2.2,11.87,57.7,67.65,56.45
105.56,56.39,110.23,7.43,22.97,1.24,7.8,12.62,96.01,2584.46,61.2
103.53,40.43,129.91,8.38,49.69,3.35,0.94,32.69,50.08,496.58,79.12
115.58,49.0,6.97,8.55,22.24,1.52,2.57,37.99,22.38,2217.36,55.32
149.86,35.52,192.19,6.79,52.69,0.68,7.23,11.89,90.54,1334.34,52.14
192.94,27.93,112.52,8.79,19.05,2.42,7.56,29.73,37.96,2676.68,55.87
14.71,67.48,112.67,8.65,36.47,1.53,5.2,34.47,67.79,913.21,57.57
10.69,77.85,188.71,9.45,43.11,0.17,0.22,15.73,95.01,2916.03,40.74
187.51,87.4,185.87,9.49,28.42,3.39,3.6,16.15,79.58,2207.47,51.87
105.98,15.53,44.06,6.94,48.06,2.13,7.47,42.6,86.71,1843.77,61.97
122.98,82.29,186.22,3.7,55.89,2.19,7.13,24.04,53.88,2822.66,52.87
96.48,25.48,147.32,3.62,15.24,3.44,7.16,19.61,56.73,1619.58,70.09
18.73,42.73,3.78,9.6,6.84,2.93,2.42,11.6,24.75,1090.59,52.24
153.62,90.14,47.97,5.69,39.46,1.33,6.62,11.29,73.5,2085.05,51.71
149.44,45.45,82.6,5.95,38.12,0.24,5.41,19.04,79.54,732.36,59.28
62.34,19.71,116.56,6.55,23.77,0.86,7.16,31.7,62.37,1567.74,69.02
61.25,15.99,140.27,5.23,48.2,1.3,5.14,31.18,88.22,2683.15,53.65
167.57,47.3,42.04,7.34,50.44,3.36,3.06,17.89,28.75,1320.69,69.35
14.47,76.27,167.34,8.6,23.26,3.12,5.11,35.99,27.04,1273.2,52.12
176.22,99.72,169.14,5.17,42.52,0.17,2.93,26.14,30.34,1011.59,48.53
51.33,78.74,127.0,8.33,40.31,3.46,0.12,37.98,89.04,1969.92,79.55
118.6,87.7,184.22,7.87,23.85,0.97,6.55,42.35,34.95,800.44,59.08
187.2,74.78,162.6,6.92,58.3,2.74,6.81,18.31,25.8,2422.33,54.68
135.62,89.54,44.32,5.62,24.05,0.5,6.01,25.69,83.47,1895.5,61.32
82.89,7.63,159.74,9.17,39.12,0.85,1.9,11.86,75.83,2874.11,50.64
137.91,92.99,190.64,6.12,25.91,1.82,1.17,36.69,32.78,2767.89,67.18
68.8,39.64,27.52,5.94,5.65,2.49,1.44,21.29,81.07,954.32,73.03
55.45,92.16,195.74,7.67,10.04,1.27,4.06,32.79,43.55,2469.01,53.12
199.34,7.57,5.0,9.48,17.78,3.07,2.19,23.34,22.35,158.99,49.17
150.16,71.52,104.43,6.8,49.67,3.3,7.04,14.99,22.79,975.95,72.0
128.94,73.57,154.78,8.2,29.31,0.52,4.4,10.25,29.69,2314.67,65.01
71.06,99.69,158.09,6.47,37.37,2.54,3.66,32.41,85.55,220.51,71.81
9.83,76.89,146.93,4.92,56.91,0.55,6.99,42.7,51.8,1788.95,39.79
6.21,38.26,105.87,4.31,13.09,1.26,0.74,41.62,50.21,2275.74,49.91
110.84,55.72,130.19,4.39,52.4,2.89,6.98,42.92,83.47,2122.86,61.21
152.41,36.66,139.99,3.64,25.86,1.24,6.44,34.08,71.7,2326.3,54.12
107.48,19.6,98.91,7.09,23.56,3.19,5.53,25.02,90.59,491.72,77.99
168.16,24.85,119.14,4.35,39.4,1.5,0.98,28.42,21.99,952.44,63.32
6.69,22.2,169.27,9.13,54.43,1.15,0.51,35.42,33.3,2275.8,45.27
73.35,54.88,62.58,9.89,24.17,3.46,1.41,20.46,88.31,1761.72,76.05
47.41,90.62,104.64,6.72,46.88,1.6,2.24,16.71,96.84,260.77,59.6
89.45,91.27,1.7,6.42,6.06,2.62,4.97,12.38,43.59,2770.47,60.83
14.48,5.48,137.49,5.76,39.27,2.14,0.73,26.68,22.94,511.31,65.58
190.83,7.99,39.08,7.65,39.68,0.79,1.55,13.21,20.88,1775.82,43.52
44.65,24.51,96.2,7.45,35.58,1.8,1.68,26.11,22.32,623.27,68.29
184.46,25.51,42.04,5.73,56.58,0.36,5.4,38.45,72.72,2452.17,48.5
85.18,9.49,4.71,5.73,56.62,2.51,2.83,15.36,40.14,1746.17,62.7
197.1,38.85,96.64,7.69,23.81,1.86,2.27,14.22,49.66,1232.69,69.06
110.81,58.77,84.97,7.1,30.1,0.52,0.33,18.59,49.66,2203.96,73.58
186.17,57.82,85.03,8.17,48.58,2.71,0.85,12.91,39.82,1050.97,64.46
1.07,54.34,41.76,9.62,51.42,2.84,4.44,22.76,34.39,5.63,53.06
149.65,33.87,189.44,8.57,27.99,2.6,5.1,31.31,61.78,268.26,67.01
180.61,70.65,0.7,5.48,24.2,1.22,5.96,26.52,25.47,179.29,51.03
27.94,82.65,178.31,8.43,50.13,2.56,4.03,35.21,56.63,659.02,55.3
19.23,34.63,147.38,6.43,25.73,2.06,2.23,14.21,53.56,2730.78,68.72
84.91,8.55,34.41,8.55,27.29,1.95,2.41,21.91,43.25,564.94,68.63
186.74,29.63,94.44,9.26,12.45,2.31,5.24,24.59,26.57,1753.74,59.11
108.48,13.74,197.77,5.12,34.86,2.24,3.47,26.09,72.54,2357.81,69.21
105.49,46.74,128.74,5.05,22.95,2.82,1.35,12.4,68.18,2216.38,75.25
28.23,15.59,25.48,6.31,37.48,3.45,0.13,12.25,79.37,982.34,73.02
0.16,46.28,91.53,3.83,29.65,2.57,2.15,12.96,62.57,1428.02,66.53
162.03,22.1,93.64,7.96,46.15,1.6,6.07,14.91,60.87,228.28,56.62
17.51,73.87,160.45,8.37,20.28,1.67,5.35,10.02,39.52,294.48,49.31
126.77,2.76,183.23,5.75,14.46,0.2,0.87,20.57,51.82,740.7,62.09
182.92,55.47,16.45,6.52,43.66,0.64,3.61,24.4,62.89,449.93,57.27
41.73,16.95,62.81,7.34,26.13,0.88,1.24,29.2,25.87,203.09,56.77
133.05,0.1,59.69,3.98,36.0,3.47,3.84,10.96,76.3,778.84,62.12
15.74,86.92,199.21,8.12,56.76,2.69,0.97,25.58,94.5,1604.28,52.49
120.75,67.15,111.85,6.92,31.63,0.58,5.47,42.83,97.57,631.61,67.33
32.79,9.89,175.97,7.56,13.38,1.79,4.71,36.29,84.96,843.35,53.47
147.19,66.41,85.21,8.2,28.47,0.83,2.15,21.24,84.74,2470.45,66.65
60.25,61.16,144.54,7.89,31.32,1.11,7.94,28.42,33.22,2253.13,57.7
92.68,47.34,57.32,4.12,47.13,2.16,4.75,34.45,46.21,92.25,62.44
119.89,41.93,182.36,8.59,15.74,2.14,2.22,15.41,80.92,240.79,68.22
34.25,88.71,91.03,7.47,24.08,3.06,2.93,12.52,22.98,2784.62,67.03
148.33,24.51,160.75,8.15,7.75,0.66,7.34,31.66,26.6,1084.48,48.78
60.53,39.83,51.16,5.2,43.61,1.79,1.71,35.8,71.1,70.38,65.41
132.47,32.91,138.72,4.94,45.92,2.14,1.71,28.0,54.74,1170.88,69.06
31.66,77.12,81.03,8.87,30.15,3.26,4.61,34.34,74.64,2293.29,64.17
137.62,91.65,6.29,6.04,34.6,1.86,2.72,35.17,40.54,2707.11,62.37
25.64,84.98,82.6,7.24,46.24,1.26,2.5,32.54,26.49,2101.95,63.86
85.07,79.77,110.0,7.09,19.76,1.09,3.34,42.78,86.35,818.37,68.32
49.44,98.68,30.35,7.3,38.38,0.83,6.67,28.76,82.61,2960.61,45.27
149.68,69.71,36.78,3.95,58.02,3.37,6.74,11.99,57.01,455.43,56.62
52.41,75.11,92.97,5.47,41.19,2.15,5.36,29.78,90.44,1105.45,69.5
176.34,98.28,68.55,3.93,9.3,1.13,4.66,32.38,37.83,1068.21,51.66
178.36,0.7,88.15,6.62,20.96,2.63,0.22,21.93,49.37,1475.76,76.04
39.29,63.4,92.17,9.36,33.55,1.08,4.56,26.55,39.42,347.3,57.99
122.77,73.9,28.02,6.03,9.0,1.81,7.64,36.97,26.93,1840.74,58.63
17.54,91.78,36.24,8.59,42.21,0.19,6.71,35.16,72.22,1914.54,38.91
78.31,88.38,169.63,5.37,40.98,2.98,1.24,16.22,67.32,1359.62,73.35
142.66,84.2,32.54,9.07,53.2,3.35,7.79,18.33,55.57,294.76,63.78
131.88,94.58,133.18,6.23,32.5,3.04,1.81,29.97,88.8,2283.3,77.8
124.94,53.74,83.71,5.81,43.07,0.68,1.08,23.66,59.49,2784.36,64.96
56.51,0.69,193.65,8.03,15.01,2.91,2.38,36.27,56.02,1057.02,62.08
75.6,1.11,13.22,6.83,5.16,1.28,1.22,13.55,74.52,709.59,63.39
20.59,54.46,166.08,5.69,14.47,3.28,1.87,21.4,23.02,2861.04,69.72
143.8,43.53,98.29,3.88,8.42,1.12,2.54,22.87,42.29,416.72,63.03
100.78,45.12,1.07,4.58,28.52,0.4,4.77,25.07,86.69,1438.55,64.3
141.75,40.04,52.73,8.52,30.76,3.0,4.95,36.82,30.39,2082.23,67.05
49.79,91.77,81.54,9.48,40.45,0.5,4.32,10.65,85.52,130.63,46.64
64.89,35.92,62.84,4.6,12.74,1.94,2.46,15.06,70.77,2430.47,63.13
66.84,85.62,72.49,7.2,16.81,1.38,7.63,29.29,84.09,2009.25,59.86
5.15,90.29,183.33,3.72,48.91,2.67,2.44,27.04,26.25,2239.71,48.92
68.21,49.95,72.19,5.39,36.71,2.65,3.27,43.3,76.43,629.36,75.11
160.66,44.69,83.77,6.42,6.61,2.74,3.44,11.95,82.29,809.14,76.48
179.46,76.1,152.23,8.28,51.66,0.32,0.28,20.38,22.02,2985.73,43.96
103.64,70.8,158.77,3.79,39.64,3.02,3.49,37.23,78.19,1078.6,69.75
91.1,32.85,16.82,8.58,15.27,1.69,2.77,43.65,59.03,73.23,61.57
6.16,10.25,140.81,4.82,18.86,0.85,0.66,44.8,21.03,1062.78,52.47
175.84,26.49,96.51,8.44,35.45,1.12,6.51,20.21,71.76,1142.3,56.13
2.6,13.1,26.77,7.57,35.84,3.17,5.72,30.85,39.32,2652.64,56.0
188.95,29.47,52.94,5.71,49.29,0.12,2.34,43.52,97.2,834.07,52.56
97.84,26.18,9.01,8.2,24.72,2.83,2.16,44.2,98.25,2380.45,66.85
68.39,63.77,72.05,5.04,35.21,3.24,7.25,14.12,20.25,328.5,68.36
184.84,95.45,51.08,4.93,37.04,0.95,1.59,22.41,30.74,1532.31,54.46
4.88,68.57,76.42,3.9,35.73,2.89,7.0,35.68,61.17,1220.93,61.04
116.28,92.66,116.07,6.06,9.01,0.65,0.71,29.57,70.28,980.19,67.89
109.79,78.41,146.47,4.14,27.62,0.16,6.73,30.16,70.6,2328.48,57.24
43.86,72.79,121.07,6.23,23.64,2.16,4.38,25.07,77.67,1806.17,69.74
85.78,41.41,135.68,3.56,59.6,2.3,6.23,39.55,34.0,2852.45,53.37
130.45,32.48,173.13,4.51,30.61,0.61,0.83,12.26,43.99,1082.26,66.4
145.43,84.63,174.76,9.56,28.94,1.84,3.42,18.02,63.04,366.45,56.97
0.14,90.54,172.14,8.67,31.6,1.41,3.66,34.61,31.33,710.51,45.03
187.37,45.19,30.63,5.04,55.56,0.36,4.17,38.68,84.91,2049.48,50.97
32.91,0.91,50.21,8.17,38.63,1.83,5.06,43.97,82.77,1969.28,52.11
46.72,79.25,100.47,7.85,26.4,2.09,3.18,20.36,74.57,1890.5,72.08
52.69,28.51,71.75,4.65,55.19,0.84,3.63,17.71,46.58,2156.49,52.66
7.56,0.99,26.33,5.91,56.14,2.62,3.03,19.04,66.53,318.23,54.36
24.61,80.5,57.55,9.44,19.54,0.35,5.62,18.73,20.42,865.19,43.56
197.27,51.74,195.09,8.3,26.64,1.97,7.28,26.69,68.0,1723.85,53.32
63.04,68.52,69.39,8.44,58.16,1.13,1.0,19.93,23.98,1307.63,60.0
23.06,91.47,83.78,7.17,34.76,1.58,2.37,14.87,37.66,1522.24,61.13
21.4,54.12,1.28,7.83,28.75,3.14,1.84,11.88,47.86,638.56,62.66
